id,relacionados,name,description,precio,imagen,categorias,linkPago,subcategorias,oferta,colores
mdt-41051,,ISMAEL CHOMBA M/LARGA,Chomba básica manga larga. Detalle de cuelllo tejido al tono con raya a contratono y botones. Puño doble en mangas en misma tela. Realizada en pique calce clásico,1.660,https://pol21.martinaditrento.com/images/products/md/125265_2_1.jpg https://pol21.martinaditrento.com/images/products/md/125265_2_2.jpg,HOMBRE,,REMERAS,,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125265_2_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125265_2_2.jpg""]}]"
mdt-41050,,LIVORNO POLERA,"Polera cuello alto, con detalle de puntilla ancha al tono en mangas. Realizada en viscosa elastizada calce clásico",1.300,https://pol21.martinaditrento.com/images/products/md/125264_45_1.jpg,MUJER,,REMERAS,,"[{""id"":45,""hex"":""#5A5A3E"",""name"":""VERDE MILITAR"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125264_45_1.jpg""]}]"
mdt-41048,,ROSA BLUSA,"Blusa con herraje en escote delantero, un detalle que hace único este básico. Realizada en viscosa elastizada calce clásico",1.450,https://pol21.martinaditrento.com/images/products/md/125262_2_1.jpg https://pol21.martinaditrento.com/images/products/md/125262_2_2.jpg https://pol21.martinaditrento.com/images/products/md/125262_2_3.jpg,MUJER,,CAMISAS Y BLUSAS,,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125262_2_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125262_2_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125262_2_3.jpg""]}]"
mdt-41047,mdt-40098,CATALEYA REMERA,"Remera escote en v, de manga larga con detalle de recorte en delantero. Realizada en jersey melange calce clásico",1.650,https://pol21.martinaditrento.com/images/products/md/125261_799_1.jpg https://pol21.martinaditrento.com/images/products/md/125261_1535_1.jpg,MUJER,,REMERAS,,"[{""id"":799,""hex"":""#9A9194"",""name"":""GRIS MELANGE OSCURO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125261_799_1.jpg""]},{""id"":1535,""hex"":""#cccccc"",""name"":""VERDE CLARO MELANGE"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125261_1535_1.jpg""]}]"
mdt-41046,mdt-40098 mdt-40041,MALEIKA REMERA,"Remera escote redondo de hombro caído, manga larga. Realizada en viscosa elastizada calce clásico",1.700,https://pol21.martinaditrento.com/images/products/md/125260_332_1.jpg,MUJER,,REMERAS,,"[{""id"":332,""hex"":""#FFFFFF"",""name"":""ESTAMPADO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125260_332_1.jpg""]}]"
mdt-41045,,VALERIA CALZA,"Calza tiro medio, de cintura elastizada con recortes combinados en laterales en ecocuero. Realizada en punto roma calce clásico",1.900,https://pol21.martinaditrento.com/images/products/md/125259_2_1.jpg,MUJER,,CALZAS,,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125259_2_1.jpg""]}]"
mdt-41044,mdt-40101,MECHI PANTALON,"Pantalón tiro medio alto con cintura elastizada, con detalle de rayas que van horizontales en amplia bota manga. Un pantalón de tendencia y confort. Piernas rectas. Realizado en sastrero calce clásico",2.300,https://pol21.martinaditrento.com/images/products/md/125258_2_1.jpg https://pol21.martinaditrento.com/images/products/md/125258_2_2.jpg,MUJER,,PANTALONES Y BABUCHAS,,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125258_2_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125258_2_2.jpg""]}]"
mdt-41043,,MALVINA TAPADO,"Tapado sastrero con cuello y solapa. Manga ranglan y calce relajado, con botones en delantero y bolsillos. Forrada en su interior. Una prenda de temporada única e imprescindible para tus outfits de invierno. Elegante y moderna. Realizado en paño calce clásico",4.420,https://pol21.martinaditrento.com/images/products/md/125257_1544_1.jpg https://pol21.martinaditrento.com/images/products/md/125257_1544_2.jpg https://pol21.martinaditrento.com/images/products/md/125257_1544_3.jpg,MUJER,,TAPADOS Y SACOS,true,"[{""id"":1544,""hex"":""#cccccc"",""name"":""GRIS ASARGADO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125257_1544_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125257_1544_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125257_1544_3.jpg""]}]"
mdt-41041,,MARISOL BUZO,Buzo canguro con capucha forrada y cordón. Bolsillos delanteros y original espalda con ojalillos y cordón. Ruedo semi redondeado en espalda. Una prenda distinta y única para lucir diferente. Realizado en rustico calce clásico,2.880,https://pol21.martinaditrento.com/images/products/md/125255_1_1.jpg https://pol21.martinaditrento.com/images/products/md/125255_1_2.jpg https://pol21.martinaditrento.com/images/products/md/125255_1_3.jpg,MUJER,,BUZOS,true,"[{""id"":1,""hex"":""#FFFFFF"",""name"":""BLANCO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125255_1_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125255_1_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125255_1_3.jpg""]}]"
mdt-41040,,FELISA POLERA,Polera básica de cuello alto full estampada. Realizada en jersey elastizado calce clásico,1.550,https://pol21.martinaditrento.com/images/products/md/125254_332_1.jpg https://pol21.martinaditrento.com/images/products/md/125254_332_2.jpg https://pol21.martinaditrento.com/images/products/md/125254_332_3.jpg,MUJER,,POLERAS,,"[{""id"":332,""hex"":""#FFFFFF"",""name"":""ESTAMPADO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125254_332_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125254_332_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125254_332_3.jpg""]}]"
mdt-41039,mdt-40842 mdt-40076,DANA BLUSA,Blusa escote redondo con detalle de recortes y puntilla aplicada. Mangas con pequeño puño y botón. Frunces que generan volumen. Una blusa romántica y chic que vas a amar. Realizada en rayon asargado calce clásico,1.650,https://pol21.martinaditrento.com/images/products/md/125253_1_1.jpg https://pol21.martinaditrento.com/images/products/md/125253_1_2.jpg https://pol21.martinaditrento.com/images/products/md/125253_1_3.jpg,MUJER,,CAMISAS Y BLUSAS,,"[{""id"":1,""hex"":""#FFFFFF"",""name"":""BLANCO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125253_1_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125253_1_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125253_1_3.jpg""]}]"
mdt-41036,mdt-40199,STEFANI REMERA,"Remera manga larga, escote redondo con detalle de recorte y aplique plateado en hombros. Realizada en viscosa elastizada calce clásico",1.500,https://pol21.martinaditrento.com/images/products/md/125250_20_1.jpg https://pol21.martinaditrento.com/images/products/md/125250_20_2.jpg,MUJER,,REMERAS,,"[{""id"":20,""hex"":""#FFFDE6"",""name"":""CRUDO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125250_20_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125250_20_2.jpg""]}]"
mdt-41035,mdt-40017,TEODORA REMERA,"Remera manga larga, de escote redondo. Un básico infaltable. Realizada en algodón elastizado calce clásico",935,https://pol21.martinaditrento.com/images/products/md/125249_670_1.jpg https://pol21.martinaditrento.com/images/products/md/125249_19_1.jpg,MUJER,,REMERAS,true,"[{""id"":670,""hex"":""#C6D13F"",""name"":""PISTACCHIO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125249_670_1.jpg""]},{""id"":19,""hex"":""#4F44A2"",""name"":""VIOLETA"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125249_19_1.jpg""]}]"
mdt-41034,mdt-41064 mdt-41022 mdt-40915 mdt-40895 mdt-40837 mdt-40835 mdt-40830 mdt-40828 mdt-40807 mdt-40707 mdt-40624 mdt-40620 mdt-40085 mdt-40062 mdt-40028,DELIA REMERA,Remera manga larga escote redondo con motivo de rayas. Realizada en jersey rayado hilado color calce clásico,1.500,https://pol21.martinaditrento.com/images/products/md/125248_381_1.jpg https://pol21.martinaditrento.com/images/products/md/125248_381_2.jpg https://pol21.martinaditrento.com/images/products/md/125248_381_3.jpg,MUJER,,REMERAS,,"[{""id"":381,""hex"":""#FFFFFF"",""name"":""RAYADO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125248_381_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125248_381_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125248_381_3.jpg""]}]"
mdt-41032,,FLOPI REMERON,Remerón holgado escote en v con recortes a contracolor y detalle de bordador. Ruedo semi redondeado. Realizado en jersey algodon calce clásico,1.590,https://pol21.martinaditrento.com/images/products/md/125246_1199_1.jpg https://pol21.martinaditrento.com/images/products/md/125246_1199_2.jpg,MUJER,,BUZOS,true,"[{""id"":1199,""hex"":""#00A23A"",""name"":""VERDE-CRUDO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125246_1199_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125246_1199_2.jpg""]}]"
mdt-41031,,BOSNIA CAMPERA,Campera con original diseño de bolsillos amplios delanteros y recorte con diferencia de largo en lateral. Capucha forrada. Realizada en deportivo confort liviano calce clásico,1.850,https://pol21.martinaditrento.com/images/products/md/125245_39_1.jpg https://pol21.martinaditrento.com/images/products/md/125245_39_2.jpg https://pol21.martinaditrento.com/images/products/md/125245_39_3.jpg,MUJER,,CAMPERAS,,"[{""id"":39,""hex"":""#0E1944"",""name"":""AZUL MARINO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125245_39_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125245_39_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125245_39_3.jpg""]}]"
mdt-41027,,COLOME POLERON,"Poleron tapa cola, hombro caído, manga larga con puño doble en cintura y mangas en la misma tela. Una prenda muy abrigada. Realizado en lanilla ultra soft calce clásico",1.500,https://pol21.martinaditrento.com/images/products/md/125241_1118_1.jpg https://pol21.martinaditrento.com/images/products/md/125241_1118_2.jpg,MUJER,,POLERAS,,"[{""id"":1118,""hex"":""#5C5C5C"",""name"":""GRIS OSCURO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125241_1118_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125241_1118_2.jpg""]}]"
mdt-41022,mdt-41034 mdt-40915 mdt-40835 mdt-40807 mdt-40707 mdt-40669 mdt-40661 mdt-40632 mdt-40434 mdt-40308 mdt-40103 mdt-40085 mdt-40078,LISA REMERA,"Remera escote redondo, con original combinación de mangas ranglan rayadas en hilado color. Espalda con recorte y detalle de bordador al tono. Realizada en jersey algodon peinado premium calce clásico",1.450,https://pol21.martinaditrento.com/images/products/md/125236_1063_1.jpg https://pol21.martinaditrento.com/images/products/md/125236_1063_2.jpg https://pol21.martinaditrento.com/images/products/md/125236_1063_3.jpg,MUJER,,REMERAS,,"[{""id"":1063,""hex"":""#873444"",""name"":""VINO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125236_1063_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125236_1063_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125236_1063_3.jpg""]}]"
mdt-41020,,PADUA CAMPERA,"Campera estilo tapado súper abrigado, con capucha y bolsillos amplios desde lateral. En su interior también tiene pelo y por tal motivo lo hace una prenda abrigada y soft. Imperdible! realizada en corderito calce clásico",2.100,https://pol21.martinaditrento.com/images/products/md/125234_53_1.jpg https://pol21.martinaditrento.com/images/products/md/125234_53_2.jpg,MUJER,,CAMPERAS,,"[{""id"":53,""hex"":""#ECDDCE"",""name"":""BEIGE"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125234_53_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125234_53_2.jpg""]}]"
mdt-41018,,LIDIA BABUCHA,Babucha tiro medio y cintura elastizada. Diseño cargo con bolsillos laterales y detalle de bordado logo en cintura. Realizada en rustico calce clásico,2.300,https://pol21.martinaditrento.com/images/products/md/125232_531_1.jpg https://pol21.martinaditrento.com/images/products/md/125232_531_2.jpg,MUJER,,PANTALONES Y BABUCHAS,,"[{""id"":531,""hex"":""#A39488"",""name"":""VISON"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125232_531_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125232_531_2.jpg""]}]"
mdt-41016,mdt-41156 mdt-40345,LAILA REMERA,Remera básica manga larga con detalle de escote semi redondeado. Un básico infaltable. Realizada en jersey jaspeado calce clásico,720,https://pol21.martinaditrento.com/images/products/md/125230_261_1.jpg,MUJER,,REMERAS,true,"[{""id"":261,""hex"":""#B6D243"",""name"":""LIMA"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125230_261_1.jpg""]}]"
mdt-41013,mdt-40522,SHEILA CAMPERA,"Campera estilo tapado, tapa cola con capucha. Bolsillos súper amplios. Una prenda abrigada y súper cómoda para este invierno. Realizada en polar calce clásico",3.450,https://pol21.martinaditrento.com/images/products/md/125227_5_1.jpg https://pol21.martinaditrento.com/images/products/md/125227_5_2.jpg,MUJER,,CAMPERAS,,"[{""id"":5,""hex"":""#60636A"",""name"":""GRIS"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125227_5_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125227_5_2.jpg""]}]"
mdt-41012,,TITA POLERA,Polera básica cuello alto. Realizada en ribb rayado hilado color. Realizada en ribb calce clásico,1.600,https://pol21.martinaditrento.com/images/products/md/125226_381_1.jpg,MUJER,,POLERAS,,"[{""id"":381,""hex"":""#FFFFFF"",""name"":""RAYADO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125226_381_1.jpg""]}]"
mdt-41008,,JULIO BUZO,Buzo escote redondo con detalle de cruce en cuello. Realizado en frisa calce clásico,1.550,https://pol21.martinaditrento.com/images/products/md/125222_799_1.jpg https://pol21.martinaditrento.com/images/products/md/125222_799_2.jpg https://pol21.martinaditrento.com/images/products/md/125222_24_1.jpg https://pol21.martinaditrento.com/images/products/md/125222_24_2.jpg,HOMBRE,,BUZOS,true,"[{""id"":799,""hex"":""#9A9194"",""name"":""GRIS MELANGE OSCURO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125222_799_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125222_799_2.jpg""]},{""id"":24,""hex"":""#D7C339"",""name"":""MOSTAZA"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125222_24_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125222_24_2.jpg""]}]"
mdt-40995,,MALENA BLUSA,Blusa escote redondo con quillas en delantero. Realizada en morley fantasia calce clásico,2.000,https://pol21.martinaditrento.com/images/products/md/125209_1_1.jpg https://pol21.martinaditrento.com/images/products/md/125209_1_2.jpg,MUJER,,CAMISAS Y BLUSAS,,"[{""id"":1,""hex"":""#FFFFFF"",""name"":""BLANCO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125209_1_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125209_1_2.jpg""]}]"
mdt-40994,mdt-41156 mdt-40085,FLAVIA REMERA,Remera escote redondo con estampa en delantero y tajos laterales. Realizada en crepe viscosa calce clásico,1.085,https://pol21.martinaditrento.com/images/products/md/125208_332_1.jpg,MUJER,,REMERAS,true,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[]}]"
mdt-40993,,MISTER POLERA,"Polera de cuello medio, mangas largas y ruedo recto. Una prenda que acompaña todo el invierno. Realizada en jersey algodon pesado calce clásico",1.400,https://pol21.martinaditrento.com/images/products/md/125207_2_1.jpg https://pol21.martinaditrento.com/images/products/md/125207_2_2.jpg,HOMBRE,,REMERAS,,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125207_2_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125207_2_2.jpg""]}]"
mdt-40992,mdt-40947,BALBIN REMERA,"Remera escote a la base, con manga larga y estampa en delantero. Realizada en jersey algodon calce clásico",1.110,https://pol21.martinaditrento.com/images/products/md/125206_531_1.jpg,HOMBRE,,REMERAS,,"[{""id"":531,""hex"":""#A39488"",""name"":""VISON"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125206_531_1.jpg""]}]"
mdt-40990,mdt-40842 mdt-40076,KARINA BLUSA,"Blusa de escote en v, con detalle de puntilla en escote y hombros. Mangas largas con puño y efecto de frunce. Realizada en viscosa elastizada calce clásico",1.100,https://pol21.martinaditrento.com/images/products/md/125204_53_1.jpg,MUJER,,CAMISAS Y BLUSAS,,"[{""id"":53,""hex"":""#ECDDCE"",""name"":""BEIGE"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125204_53_1.jpg""]}]"
mdt-40989,,ANDRES BABUCHA,"Pantalón tiro medio, de cintura elástizada con pierna recta y detalle de bolsillo del revés de la tela. Realizada en bondeado calce clásico",1.850,https://pol21.martinaditrento.com/images/products/md/125203_2_1.jpg,HOMBRE,,PANTALONES Y BABUCHAS,,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125203_2_1.jpg""]}]"
mdt-40984,,GALVAN BOXER LARGO,"Boxer de piernas largas. Tiro medio con elástico en cintura. Una prenda ideal para usar debajo de pantalones, como primer piel para este invierno. Realizado en algodon elastizado calce al cuerpo",1.280,https://pol21.martinaditrento.com/images/products/md/125198_2_1.jpg https://pol21.martinaditrento.com/images/products/md/125198_2_2.jpg,HOMBRE,,PANTALONES Y BABUCHAS,,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125198_2_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125198_2_2.jpg""]}]"
mdt-40983,,ALAN CAMISETA,"Camiseta escote a la base, manga larga. Realizada en algodon elastizado calce clásico",1.450,https://pol21.martinaditrento.com/images/products/md/125197_2_1.jpg,HOMBRE,,REMERAS,,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125197_2_1.jpg""]}]"
mdt-40980,mdt-40897,ROCIO CAMPERA,Campera estampada con cuello alto. Bolsillos amplios desde lateral. Ruedo de manga y cintura a contra color. Un ítem súper canchero para tus dias de frío. Realizada en polar calce clásico,3.100,https://pol21.martinaditrento.com/images/products/md/125194_332_1.jpg https://pol21.martinaditrento.com/images/products/md/125194_332_2.jpg https://pol21.martinaditrento.com/images/products/md/125194_332_3.jpg,MUJER,,CAMPERAS,,"[{""id"":332,""hex"":""#FFFFFF"",""name"":""ESTAMPADO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125194_332_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125194_332_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125194_332_3.jpg""]}]"
mdt-40979,,HARRIS BABUCHA,Babucha tiro medio con cintura elastizada y cordón para ajustar. Bolsillos laterales y traseros. Pierna recta con elástico que apoya. Realizada en microfibra calce clásico,2.500,https://pol21.martinaditrento.com/images/products/md/125193_7_1.jpg https://pol21.martinaditrento.com/images/products/md/125193_7_2.jpg https://pol21.martinaditrento.com/images/products/md/125193_7_3.jpg,HOMBRE,,PANTALONES Y BABUCHAS,,"[{""id"":7,""hex"":""#02247F"",""name"":""AZUL"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125193_7_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125193_7_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125193_7_3.jpg""]}]"
mdt-40977,mdt-40845,AZALEA POLERA,"Polera larga, cuello alto y con detalle de bordador en espalda. Realizada en lanilla calce clásico",1.750,https://pol21.martinaditrento.com/images/products/md/125191_8_1.jpg https://pol21.martinaditrento.com/images/products/md/125191_8_2.jpg,MUJER,,POLERAS,,"[{""id"":8,""hex"":""#00A23A"",""name"":""VERDE"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125191_8_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125191_8_2.jpg""]}]"
mdt-40976,,SOTO BUZO,Buzo 1/2 cierre con bolsillo delantero y cuello a contra tono. Realizado en polar calce clásico,2.390,https://pol21.martinaditrento.com/images/products/md/125190_23_1.jpg https://pol21.martinaditrento.com/images/products/md/125190_23_2.jpg https://pol21.martinaditrento.com/images/products/md/125190_23_3.jpg,HOMBRE,,BUZOS,,"[{""id"":23,""hex"":""#B7B9BA"",""name"":""CEMENTO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125190_23_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125190_23_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125190_23_3.jpg""]}]"
mdt-40965,,MAGALI BLUSA,Blusa escote en v con vista. Manga con detalle de presilla y botones metálico. Espalda con tabla encontrada para mejor confort. Ruedo redondeado. Realizada en viscosa elastizada calce clásico,1.170,https://pol21.martinaditrento.com/images/products/md/125179_272_1.jpg,MUJER,,CAMISAS Y BLUSAS,true,"[{""id"":272,""hex"":""#F5DCD8"",""name"":""ROSA CLARO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125179_272_1.jpg""]}]"
mdt-40960,,FERDINANDO CHOMBA,Chomba manga corta rayada. Realizada en jersey calce clásico,1.830,https://pol21.martinaditrento.com/images/products/md/125174_1221_1.jpg,HOMBRE,,REMERAS,,"[{""id"":1549,""hex"":""#cccccc"",""name"":""RAYADO GRIS-CELESTE-BLANCO"",""images"":[]}]"
mdt-40957,,PATRICIO CAMISACO,Camisaco con botones y bolsillo amplio en delantero. Una prenda que levanta cualquier look de invierno. Se puede usar como camisa o como camisaco. Realizado en viyela calce clásico,2.580,https://pol21.martinaditrento.com/images/products/md/125172_122_1.jpg https://pol21.martinaditrento.com/images/products/md/125172_122_2.jpg https://pol21.martinaditrento.com/images/products/md/125172_122_3.jpg,HOMBRE,,CAMISAS,,"[{""id"":122,""hex"":""#FFFFFF"",""name"":""CUADRILLE"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125172_122_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125172_122_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125172_122_3.jpg""]}]"
mdt-40953,mdt-40897,LUCAS CAMPERA,Campera cuello alto y cierre delanteero con bolsillos. Realizada en polar calce clásico,2.890,https://pol21.martinaditrento.com/images/products/md/125168_239_1.jpg https://pol21.martinaditrento.com/images/products/md/125168_239_2.jpg https://pol21.martinaditrento.com/images/products/md/125168_239_3.jpg https://pol21.martinaditrento.com/images/products/md/125168_239_4.jpg https://pol21.martinaditrento.com/images/products/md/125168_239_5.jpg https://pol21.martinaditrento.com/images/products/md/125168_2_1.jpg,HOMBRE,,CAMPERAS,,"[{""id"":239,""hex"":""#7A4057"",""name"":""BORGOÑA"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125168_239_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125168_239_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125168_239_3.jpg"",""https://pol21.martinaditrento.com/images/products/md/125168_239_4.jpg"",""https://pol21.martinaditrento.com/images/products/md/125168_239_5.jpg""]},{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125168_2_1.jpg""]}]"
mdt-40952,,FRANCO REMERA,"Remera cuello redondo, manga corta, con estampa en delantero. Realizada en jersey melange calce clásico",825,https://pol21.martinaditrento.com/images/products/md/125167_32_1.jpg,HOMBRE,,REMERAS,true,"[{""id"":32,""hex"":""#D2CECF"",""name"":""GRIS MELANGE"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125167_32_1.jpg""]}]"
mdt-40951,mdt-40119,HORACIO REMERA,Remera escote redondeado. Hombro cído estilo relajado y estampa en delantero. Realizada en jersey algodon calce amplio,700,https://pol21.martinaditrento.com/images/products/md/125166_4_1.jpg https://pol21.martinaditrento.com/images/products/md/125166_4_2.jpg,HOMBRE,,REMERAS,true,"[{""id"":4,""hex"":""#791226"",""name"":""BORDO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125166_4_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125166_4_2.jpg""]}]"
mdt-40950,,RAFAEL CHOMBA,"Chomba básica con botones, manga corta. Realizada en pique calce clásico",1.250,https://pol21.martinaditrento.com/images/products/md/125165_39_1.jpg https://pol21.martinaditrento.com/images/products/md/125165_39_2.jpg,HOMBRE,,REMERAS,,"[{""id"":39,""hex"":""#0E1944"",""name"":""AZUL MARINO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125165_39_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125165_39_2.jpg""]}]"
mdt-40949,mdt-40148,OSCAR REMERA,Remera escote redondo con superposición de mangas a contra color. Estampa en delantero. Realizada en jersey melange calce clásico,1.050,https://pol21.martinaditrento.com/images/products/md/125164_2_1.jpg https://pol21.martinaditrento.com/images/products/md/125164_2_2.jpg https://pol21.martinaditrento.com/images/products/md/125164_2_3.jpg,HOMBRE,,REMERAS,true,"[{""id"":2,""hex"":""#000000"",""name"":""NEGRO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125164_2_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125164_2_2.jpg"",""https://pol21.martinaditrento.com/images/products/md/125164_2_3.jpg""]}]"
mdt-40948,,EDUARDO REMERA,"Remera escote redondo, con estampa en delantero. Realizada en jersey algodon calce clásico",1.015,https://pol21.martinaditrento.com/images/products/md/125163_299_1.jpg https://pol21.martinaditrento.com/images/products/md/125163_299_2.jpg,HOMBRE,,REMERAS,true,"[{""id"":299,""hex"":""#009EB9"",""name"":""PETROLEO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125163_299_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125163_299_2.jpg""]}]"
mdt-40947,mdt-40992,CALVIN REMERA,Remera básica escote reondo con estampa en delantero. Realizada en jersey melange calce clásico,800,https://pol21.martinaditrento.com/images/products/md/125162_32_1.jpg https://pol21.martinaditrento.com/images/products/md/125162_32_2.jpg,HOMBRE,,REMERAS,true,"[{""id"":32,""hex"":""#D2CECF"",""name"":""GRIS MELANGE"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125162_32_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125162_32_2.jpg""]}]"
mdt-40946,,DUKI CHOMBA,Chomba básica con cuello tejido al tono. Realizada en jersey rayado hilado color calce clásico,1.550,https://pol21.martinaditrento.com/images/products/md/125161_381_1.jpg https://pol21.martinaditrento.com/images/products/md/125161_381_2.jpg,HOMBRE,,REMERAS,,"[{""id"":381,""hex"":""#FFFFFF"",""name"":""RAYADO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125161_381_1.jpg"",""https://pol21.martinaditrento.com/images/products/md/125161_381_2.jpg""]}]"
mdt-40945,mdt-40434,LEON REMERA,Realizada en jersey rayado hilado color calce clásico,900,https://pol21.martinaditrento.com/images/products/md/125160_381_1.jpg,HOMBRE,,REMERAS,true,"[{""id"":381,""hex"":""#FFFFFF"",""name"":""RAYADO"",""images"":[""https://pol21.martinaditrento.com/images/products/md/125160_381_1.jpg""]}]"
